상가업소번호,상호명,지점명,상권업종대분류명,상권업종중분류명,상권업종소분류명,표준산업분류명,시군구명,행정동코드,행정동명,법정동명,도로명주소,경도,위도
MA010120220811126383,어치브스터디카페,,예술·스포츠,도서관·사적지,독서실/스터디 카페,그 외 기타 달리 분류되지 않은 개인 서비스업,경주시,47130590,선도동,충효동,경상북도 경주시 충효녹지길 114,129.1786356,35.84440291
MA010120220809115011,독서실/스터디카페,,예술·스포츠,도서관·사적지,독서실/스터디 카페,비주거용 건물 임대업,경주시,47130360,현곡면,현곡면,경상북도 경주시 현곡면 금장5길 8-8,129.2037127,35.86758884
MA010120220809187558,찬찬찬반찬,불국점,소매,식료품 소매,반찬/식료품 소매업,조리 반찬류 소매업,경주시,47130650,불국동,시래동,경상북도 경주시 산업로 3019,129.2989073,35.77536765
MA010120220809130368,금옥당,,소매,시계·귀금속 소매,시계/귀금속 소매업,시계 및 귀금속 소매업,경주시,47130256,건천읍,건천읍,경상북도 경주시 건천읍 내서로 1117-1,129.103843,35.84930443
MA010120220809121213,경주광고,,과학·기술,광고,옥외/전시 광고 대행업,옥외 및 전시 광고업,경주시,47130615,용강동,용강동,경상북도 경주시 소금강로 7,129.22109,35.85997025
MA010120220809118785,에덴숯불식당,,음식,한식,돼지고기 구이/찜,한식 육류 요리 전문점,경주시,47130590,선도동,충효동,경상북도 경주시 충효녹지길 128-4,129.1774963,35.84482904
MA010120220803448003,도은,,음식,한식,백반/한정식,한식 일반 음식점업,경주시,47130250,감포읍,감포읍,경상북도 경주시 감포읍 감포로 143,129.5023273,35.80678597
MA010120220809126195,무조건노래연습장,,예술·스포츠,유원지·오락,노래방,노래 연습장 운영업,경주시,47130253,안강읍,안강읍,경상북도 경주시 안강읍 비화동길 9-36,129.2270738,35.99091441
MA010120220809110136,남양석유,,소매,연료 소매,가정용 연료 소매업,가정용 액체 연료 소매업,경주시,47130253,안강읍,안강읍,경상북도 경주시 안강읍 칠평북3길 23,129.2254232,35.98859339
MA010120220809105210,시온광고,,과학·기술,인쇄·제품제작,명함/간판/광고물 제작,간판 및 광고물 제조업,경주시,47130621,황성동,황성동,경상북도 경주시 용담로 116,129.2093538,35.86503435
MA010120220809336423,경주스타이벤트,,시설관리·임대,기타 사업 서비스,전시/컨벤션/행사 대행 서비스업,전시; 컨벤션 및 행사 대행업,경주시,47130630,동천동,동천동,경상북도 경주시 초당길31번길 9-1,129.2325894,35.84572783
MA010120220809125509,꼬꼬마,,소매,오락용품 소매,문구/회화용품 소매업,문구용품 및 회화용품 소매업,경주시,47130550,성건동,성건동,경상북도 경주시 북문로 24,129.2051711,35.84991062
MA010120220809124586,올리비아,,숙박,일반 숙박,펜션,기타 일반 및 생활 숙박시설 운영업,경주시,47130650,불국동,마동,경상북도 경주시 보불로 66-14,129.3159414,35.79083574
MA010120220809114655,참부동산공인중개사,,부동산,부동산 서비스,부동산 중개/대리업,부동산 중개 및 대리업,경주시,47130615,용강동,용강동,경상북도 경주시 소금강로 12-1,129.2217329,35.85960695
MA010120220809128936,진흥철물,,소매,철물·건설자재 소매,철물/공구 소매업,철물 및 난방용구 소매업,경주시,47130550,성건동,성건동,경상북도 경주시 금성로 408,129.2070704,35.85414668
MA010120220808982584,마호기획,,과학·기술,인쇄·제품제작,명함/간판/광고물 제작,경 인쇄업,경주시,47130530,황오동,노동동,경상북도 경주시 동성로111번길 3,129.2125423,35.84354884
MA010120220809112633,제일주유소,,소매,연료 소매,주유소,운송장비용 주유소 운영업,경주시,47130253,안강읍,안강읍,경상북도 경주시 안강읍 안강중앙로 264,129.2288708,35.99134054
MA010120220811783487,내남약국,,소매,의약·화장품 소매,약국,의약품 및 의료용품 소매업,경주시,47130330,내남면,내남면,경상북도 경주시 내남면 이조중앙길 44,129.2015868,35.75140128
MA010120220809128257,사거리떡방앗간,,음식,기타 간이,떡/한과,떡류 제조업,경주시,47130253,안강읍,안강읍,경상북도 경주시 안강읍 안현로 1522-1,129.2283391,35.99096299
MA010120220813251905,수피아헤어,,수리·개인,이용·미용,미용실,두발 미용업,경주시,47130590,선도동,충효동,경상북도 경주시 충효중앙길 40,129.1866169,35.84287026
MA010120220809149791,안강농협경제사업장,,소매,연료 소매,주유소,운송장비용 주유소 운영업,경주시,47130253,안강읍,안강읍,경상북도 경주시 안강읍 안현로 1584,129.2290127,35.99598718
MA010120220809735014,제이앤와이,,숙박,일반 숙박,여관/모텔,기타 일반 및 생활 숙박시설 운영업,경주시,47130650,불국동,마동,경상북도 경주시 마동큰마을5길 14-9,129.3103303,35.78572676
MA010120220807071629,아델라,,소매,섬유·의복·신발 소매,여성 의류 소매업,여자용 겉옷 소매업,경주시,47130621,황성동,황성동,경상북도 경주시 황성로 61-47,129.2158966,35.86823863
MA010120220813273793,필펜션,,숙박,일반 숙박,펜션,민박업,경주시,47130660,보덕동,북군동,경상북도 경주시 북군길 107-15,129.2602276,35.85914089
MA010120220809961059,케이팝스타코인노래연습장,,예술·스포츠,유원지·오락,노래방,노래 연습장 운영업,경주시,47130621,황성동,황성동,경상북도 경주시 황성로 32,129.2147748,35.86571839
MA010120220809111512,교과서여행,,시설관리·임대,여행사·보조,여행사,여행사업,경주시,47130650,불국동,진현동,경상북도 경주시 불국신택지6길 25,129.3262084,35.78567278
MA010120220803422144,타이어프로불국사점,,소매,자동차 부품 소매,자동차 부품 소매업,기타 자동차 신품 부품 및 내장품 판매업,경주시,47130650,불국동,시래동,경상북도 경주시 산업로 2890,129.3096996,35.76775425
MA010120220812875256,쁘램요가경주점,,교육,기타 교육,요가/필라테스 학원,기타 스포츠 교육기관,경주시,47130615,용강동,용강동,경상북도 경주시 용황로7길 19,129.2253018,35.88470687
MA010120220812712440,수다방,,음식,비알코올 ,카페,기타 비알코올 음료점업,경주시,47130350,서면,서면,경상북도 경주시 서면 내서로 401-5,129.0480446,35.89506107
MA010120220805985110,통영원산반점2,,음식,중식,중국집,중식 음식점업,경주시,47130590,선도동,충효동,경상북도 경주시 충효녹지길 76,129.1827286,35.8431302
MA010120220804758085,에이케이퍼포먼스,,수리·개인,모터사이클 수리,모터사이클 수리업,모터사이클 수리업,경주시,47130380,천북면,천북면,경상북도 경주시 천북면 천북로 78-7,129.2451752,35.88976108
MA010120220809104576,폰나라,,소매,가전·통신 소매,핸드폰 소매업,통신기기 소매업,경주시,47130550,성건동,성건동,경상북도 경주시 금성로 417,129.2066287,35.85498376
MA010120220809103834,베스킨라빈스,,음식,기타 간이,아이스크림/빙수,김밥 및 기타 간이 음식점업,경주시,47130530,황오동,노동동,경상북도 경주시 중앙로 26,129.2118079,35.8422108
MA010120220812103999,정촌돼지국밥,,음식,한식,백반/한정식,한식 일반 음식점업,경주시,47130259,외동읍,외동읍,경상북도 경주시 외동읍 산업로 1778,129.3359776,35.67350275
MA010120220809129828,나타라바이오,,소매,의약·화장품 소매,화장품 소매업,화장품; 비누 및 방향제 소매업,경주시,47130550,성건동,석장동,경상북도 경주시 동대로 123,129.1910382,35.86479326
MA010120220809129555,외동정비카센타,,수리·개인,자동차 수리·세차,자동차 정비소,자동차 전문 수리업,경주시,47130259,외동읍,외동읍,경상북도 경주시 외동읍 산업로 2246,129.3209184,35.71208841
MA010120220803131417,안승자동차3급정비공업사,,수리·개인,자동차 수리·세차,자동차 정비소,자동차 전문 수리업,경주시,47130590,선도동,광명동,경상북도 경주시 대경로 4405,129.1474486,35.81932943
MA010120220808809183,꼬꼬,,음식,기타 간이,치킨,치킨 전문점,경주시,47130253,안강읍,안강읍,경상북도 경주시 안강읍 화전중앙길 46,129.2150501,35.9895333
MA010120220809124791,신화전기,,소매,기타 생활용품 소매,전기용품/조명장치 소매업,전기용품 및 조명장치 소매업,경주시,47130253,안강읍,안강읍,경상북도 경주시 안강읍 안강중앙로 152,129.2167806,35.99313245
MA010120220804145983,줄줄이행복분식,,음식,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,경주시,47130550,성건동,성건동,경상북도 경주시 금성로 295,129.2067435,35.84395286
MA010120220807071754,혜당생활과학,,소매,의약·화장품 소매,의료기기 소매업,의료용 기구 소매업,경주시,47130530,황오동,성동동,경상북도 경주시 화랑로 135,129.2157083,35.84477897
MA010120220810971316,금두꺼비,,소매,섬유·의복·신발 소매,여성 의류 소매업,여자용 겉옷 소매업,경주시,47130530,황오동,성동동,경상북도 경주시 원화로281번길 11,129.2163118,35.84538956
MA010120220812154483,오디오캠프,,소매,오락용품 소매,음반/비디오물 소매업,음반 및 비디오물 소매업,경주시,47130360,현곡면,현곡면,경상북도 경주시 현곡면 마룡길 3-1,129.1605706,35.90008976
MA010120220809123163,세종기업컨설팅,,과학·기술,본사·경영 컨설팅,경영 컨설팅업,경영 컨설팅업,경주시,47130630,동천동,동천동,경상북도 경주시 동천로94번길 1,129.2267412,35.8562344
MA010120220804028018,신성형외과의원,,보건의료,의원,성형외과 의원,일반의원,경주시,47130530,황오동,노동동,경상북도 경주시 중앙로48번길 16,129.2133876,35.84410092
MA010120220811474331,베짱이부동산공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,부동산 중개 및 대리업,경주시,47130259,외동읍,외동읍,경상북도 경주시 외동읍 우박길 57,129.320128,35.67834162
MA010120220812534111,서라벌문화기획,,시설관리·임대,기타 사업 서비스,전시/컨벤션/행사 대행 서비스업,전시; 컨벤션 및 행사 대행업,경주시,47130630,동천동,동천동,경상북도 경주시 백률로 18,129.2212042,35.85652616
MA010120220809128109,강남비뇨기과의원,,보건의료,의원,피부/비뇨기과 의원,일반의원,경주시,47130530,황오동,성동동,경상북도 경주시 원화로 275,129.2170273,35.84525021
MA010120220809111342,행복카－정비공업사,,수리·개인,자동차 수리·세차,자동차 정비소,자동차 전문 수리업,경주시,47130380,천북면,천북면,경상북도 경주시 천북면 동산6길 2-6,129.2693374,35.89562295
MA010120220809112045,경주가구갤러리,,소매,가구 소매,가구 소매업,가구 소매업,경주시,47130370,강동면,강동면,경상북도 경주시 강동면 산업로 5238,129.2471883,35.94409146
MA010120220814159688,로빈스콜랙션스,,소매,섬유·의복·신발 소매,여성 의류 소매업,여자용 겉옷 소매업,경주시,47130570,황남동,황남동,경상북도 경주시 포석로 1078,129.2098319,35.83720131
MA010120220809149149,황실주,,소매,자동차 부품 소매,타이어 소매업,자동차 신품 타이어 및 튜브 판매업,경주시,47130615,용강동,용강동,경상북도 경주시 산업로 4417,129.2257083,35.87391392
MA010120220809365998,라인느헤어룸,,수리·개인,이용·미용,미용실,두발 미용업,경주시,47130621,황성동,황성동,경상북도 경주시 용담로116번길 14,129.20992,35.86588893
MA010120220806455979,한옥스테이온유,,숙박,일반 숙박,펜션,기타 일반 및 생활 숙박시설 운영업,경주시,47130605,월성동,동방동,경상북도 경주시 장골길 44-9,129.258187,35.81411845
MA010120220810608257,로드31,,소매,종합 소매,슈퍼마켓,기타 음ㆍ식료품 위주 종합 소매업,경주시,47130320,양남면,양남면,경상북도 경주시 양남면 양남로 90-8,129.4510717,35.66369908
MA010120220812009433,금오산전통칼국수,,음식,한식,국수/칼국수,한식 면 요리 전문점,경주시,47130570,황남동,배동,경상북도 경주시 포석로 633-8,129.2057652,35.79822459
MA010120220804929861,영풍건강원,,소매,식료품 소매,건강보조식품 소매업,건강 보조용 액화식품 제조업,경주시,47130253,안강읍,안강읍,경상북도 경주시 안강읍 비화중로3길 24,129.2212835,35.99041813
MA010120220803705051,스팅거경주점,,수리·개인,자동차 수리·세차,자동차 세차장,자동차 세차업,경주시,47130621,황성동,황성동,경상북도 경주시 용담로54번길 17-19,129.2149418,35.86495844
MA010120220803820526,백운월성가스,,소매,연료 소매,가정용 연료 소매업,가정용 가스 연료 소매업,경주시,47130320,양남면,양남면,경상북도 경주시 양남면 나산상라길 543,129.4385738,35.74419744
